;Network RCS&RDS IP's RANGE LIST file
;==============================
;======= Orange IP's ranges====
;===========  AS8953 ==========
;==============================
;==============================
62.217.192.0 62.217.255.255
81.180.192.0 81.180.199.255
90.84.224.0 90.84.239.255
90.95.0.0 90.95.255.255
91.198.162.0 91.198.162.255
93.122.128.0 93.122.255.255
185.53.196.0 185.53.199.255
193.231.48.0 193.231.63.255
194.102.32.0 194.102.255.255
194.105.20.0 194.105.20.255
