L 01/06/2021 - 00:28:47: Log file started (file "cstrike/addons/amxmodx/logs/CVARmenu.log") (game "cstrike") (amx "1.9.0.5271")
L 01/23/2021 - 13:28:27: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 13:28:37: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 13:47:12: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/23/2021 - 13:47:13: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/23/2021 - 13:47:15: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/23/2021 - 13:47:16: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/23/2021 - 13:47:16: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/23/2021 - 13:47:17: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/23/2021 - 14:40:38: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 14:40:39: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/23/2021 - 14:45:58: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/23/2021 - 14:45:59: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/23/2021 - 14:46:01: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/23/2021 - 14:46:01: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/23/2021 - 14:46:02: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/23/2021 - 14:46:02: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/23/2021 - 15:25:59: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 15:26:00: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/23/2021 - 15:26:54: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/23/2021 - 16:45:20: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/23/2021 - 16:45:20: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/23/2021 - 16:45:23: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/23/2021 - 16:45:23: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/23/2021 - 16:45:23: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/23/2021 - 16:45:24: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/23/2021 - 17:20:10: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/23/2021 - 17:20:18: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/23/2021 - 17:20:18: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/23/2021 - 17:20:18: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/23/2021 - 17:20:18: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/23/2021 - 17:20:19: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/23/2021 - 17:32:29: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 17:32:30: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/23/2021 - 18:34:59: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/23/2021 - 18:35:00: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/23/2021 - 18:42:25: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/23/2021 - 18:57:48: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 19:03:21: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/23/2021 - 19:03:21: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/23/2021 - 19:03:23: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/23/2021 - 19:03:23: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/23/2021 - 19:03:24: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/23/2021 - 19:03:24: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/23/2021 - 19:07:41: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 19:07:42: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/23/2021 - 20:17:47: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 5 .
L 01/23/2021 - 20:17:49: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 0 .
L 01/23/2021 - 20:42:21: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 20:42:22: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/23/2021 - 20:42:32: [OFFICIAL] ADMIN Osiris seteaza cvar mp_freezetime = 2 .
L 01/23/2021 - 21:15:49: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 60 .
L 01/23/2021 - 21:15:50: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 999 .
L 01/23/2021 - 22:57:24: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/23/2021 - 23:10:13: [OFFICIAL] ADMIN Didi seteaza cvar sv_restart = 3 .
L 01/23/2021 - 23:10:18: [OFFICIAL] ADMIN Didi seteaza cvar sv_restart = 3 .
L 01/23/2021 - 23:10:19: [OFFICIAL] ADMIN Didi seteaza cvar sv_restart = 3 .
L 01/23/2021 - 23:10:19: [OFFICIAL] ADMIN Didi seteaza cvar sv_restart = 3 .
L 01/24/2021 - 00:37:57: [OFFICIAL] ADMIN Didi seteaza cvar sv_unlag = 0 .
L 01/24/2021 - 00:38:00: [OFFICIAL] ADMIN Didi seteaza cvar sv_unlag = 1 .
L 01/24/2021 - 00:38:03: [OFFICIAL] ADMIN Didi seteaza cvar sv_unlag = 0 .
L 01/24/2021 - 00:38:12: [OFFICIAL] ADMIN Didi seteaza cvar sv_unlag = 1 .
L 01/24/2021 - 00:38:28: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 0.1 .
L 01/24/2021 - 00:38:29: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 0.5 .
L 01/24/2021 - 00:38:30: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 1 .
L 01/24/2021 - 00:38:30: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 1.5 .
L 01/24/2021 - 01:02:07: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/24/2021 - 01:02:08: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 01:02:08: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/24/2021 - 01:24:19: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 0 .
L 01/24/2021 - 01:24:20: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 1 .
L 01/24/2021 - 11:20:49: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 11:20:50: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 11:51:32: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_unlag = 0 .
L 01/24/2021 - 11:51:33: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_unlag = 1 .
L 01/24/2021 - 12:11:01: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 12:11:01: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/24/2021 - 12:11:10: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/24/2021 - 12:18:54: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 12:18:55: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 13:00:15: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 13:00:15: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 13:21:53: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_restart = 3 .
L 01/24/2021 - 13:47:55: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 13:47:55: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 13:47:56: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 25 .
L 01/24/2021 - 13:47:57: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 13:53:56: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 13:53:57: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 14:23:25: [OFFICIAL] ADMIN Didi seteaza cvar sv_unlag = 0 .
L 01/24/2021 - 14:23:26: [OFFICIAL] ADMIN Didi seteaza cvar sv_unlag = 1 .
L 01/24/2021 - 14:23:28: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 0.1 .
L 01/24/2021 - 14:23:29: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 0.5 .
L 01/24/2021 - 14:23:30: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 1 .
L 01/24/2021 - 14:23:30: [OFFICIAL] ADMIN Didi seteaza cvar sv_maxunlag = 1.5 .
L 01/24/2021 - 14:34:13: [OFFICIAL] ADMIN Didi seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 14:34:13: [OFFICIAL] ADMIN Didi seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 16:07:50: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_freezetime = 5 .
L 01/24/2021 - 16:07:50: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_freezetime = 0 .
L 01/24/2021 - 16:07:52: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_slaylosers = 0 .
L 01/24/2021 - 16:07:55: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_slaylosers = 1 .
L 01/24/2021 - 16:40:38: [OFFICIAL] ADMIN Osiris seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 16:43:12: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 16:43:13: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 16:43:13: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/24/2021 - 16:44:18: [OFFICIAL] ADMIN Osiris seteaza cvar amx_hpk_ping = 800 .
L 01/24/2021 - 16:44:19: [OFFICIAL] ADMIN Osiris seteaza cvar amx_hpk_ping = 100 .
L 01/24/2021 - 16:44:20: [OFFICIAL] ADMIN Osiris seteaza cvar amx_hpk_ping = 300 .
L 01/24/2021 - 18:02:31: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 18:02:31: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/24/2021 - 18:45:27: [OFFICIAL] ADMIN SeBaN* seteaza cvar mp_autoteambalance = 1 .
L 01/24/2021 - 18:45:29: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_unlag = 0 .
L 01/24/2021 - 18:45:29: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_unlag = 1 .
L 01/24/2021 - 18:45:30: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 0.1 .
L 01/24/2021 - 18:45:30: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 0.5 .
L 01/24/2021 - 18:45:31: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 1 .
L 01/24/2021 - 18:45:31: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 1.5 .
L 01/24/2021 - 18:45:36: [OFFICIAL] ADMIN SeBaN* seteaza cvar mp_freezetime = 2 .
L 01/24/2021 - 18:45:44: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 18:45:44: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 999 .
L 01/24/2021 - 18:45:45: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 300 .
L 01/24/2021 - 19:35:00: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 19:43:48: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_unlag = 0 .
L 01/24/2021 - 19:43:49: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_unlag = 1 .
L 01/24/2021 - 19:43:50: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 0.1 .
L 01/24/2021 - 19:43:50: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 0.5 .
L 01/24/2021 - 19:43:51: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 1 .
L 01/24/2021 - 19:43:51: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_maxunlag = 1.5 .
L 01/24/2021 - 19:43:59: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 19:44:00: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 999 .
L 01/24/2021 - 19:44:00: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 300 .
L 01/24/2021 - 19:44:01: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 19:44:01: [OFFICIAL] ADMIN SeBaN* seteaza cvar sv_timeout = 999 .
L 01/24/2021 - 19:44:21: [OFFICIAL] ADMIN SeBaN* seteaza cvar mp_autoteambalance = 1 .
L 01/24/2021 - 20:26:04: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 5 .
L 01/24/2021 - 20:26:05: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 0 .
L 01/24/2021 - 20:26:18: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 2 .
L 01/24/2021 - 20:26:21: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 5 .
L 01/24/2021 - 20:26:21: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 0 .
L 01/24/2021 - 20:47:58: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 20:54:50: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 2 .
L 01/24/2021 - 21:32:32: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 21:59:13: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/24/2021 - 22:19:35: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/24/2021 - 22:19:35: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 22:19:35: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/24/2021 - 23:37:10: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/24/2021 - 23:54:46: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/24/2021 - 23:54:47: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/24/2021 - 23:54:47: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/25/2021 - 12:30:55: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 12:30:56: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 14:04:23: [OFFICIAL] ADMIN zEn seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 14:04:24: [OFFICIAL] ADMIN zEn seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 15:06:41: [OFFICIAL] ADMIN TRENd seteaza cvar mp_freezetime = 5 .
L 01/25/2021 - 15:06:42: [OFFICIAL] ADMIN TRENd seteaza cvar mp_freezetime = 0 .
L 01/25/2021 - 15:06:48: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 0 .
L 01/25/2021 - 15:06:49: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 1 .
L 01/25/2021 - 15:09:11: [OFFICIAL] ADMIN TRENd seteaza cvar mp_freezetime = 2 .
L 01/25/2021 - 15:09:14: [OFFICIAL] ADMIN TRENd seteaza cvar mp_freezetime = 5 .
L 01/25/2021 - 15:09:15: [OFFICIAL] ADMIN TRENd seteaza cvar mp_freezetime = 0 .
L 01/25/2021 - 15:09:16: [OFFICIAL] ADMIN TRENd seteaza cvar mp_freezetime = 2 .
L 01/25/2021 - 15:13:20: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 15:13:21: [OFFICIAL] ADMIN TRENd seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 15:14:06: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 0 .
L 01/25/2021 - 15:14:07: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 1 .
L 01/25/2021 - 15:14:11: [OFFICIAL] ADMIN TRENd seteaza cvar sv_maxunlag = 0.1 .
L 01/25/2021 - 15:14:12: [OFFICIAL] ADMIN TRENd seteaza cvar sv_maxunlag = 0.5 .
L 01/25/2021 - 15:14:14: [OFFICIAL] ADMIN TRENd seteaza cvar sv_maxunlag = 1 .
L 01/25/2021 - 15:14:15: [OFFICIAL] ADMIN TRENd seteaza cvar sv_maxunlag = 1.5 .
L 01/25/2021 - 15:26:49: [OFFICIAL] ADMIN TRENd seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 15:26:51: [OFFICIAL] ADMIN TRENd seteaza cvar mp_autoteambalance = 0 .
L 01/25/2021 - 15:26:51: [OFFICIAL] ADMIN TRENd seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 16:23:16: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 16:23:17: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 16:23:50: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 17:29:55: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 17:29:55: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 17:55:58: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 17:55:58: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 18:46:44: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 18:55:38: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 19:15:21: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 19:15:22: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 19:41:15: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 19:43:15: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 5 .
L 01/25/2021 - 19:43:16: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 0 .
L 01/25/2021 - 20:16:47: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 20:24:16: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/25/2021 - 20:24:17: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/25/2021 - 20:24:17: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/25/2021 - 20:27:41: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 20:27:42: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 21:13:29: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 21:13:30: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/25/2021 - 21:13:31: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 25 .
L 01/25/2021 - 21:13:36: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar sv_timeout = 60 .
L 01/25/2021 - 21:13:37: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar sv_timeout = 999 .
L 01/25/2021 - 21:40:44: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/25/2021 - 22:27:34: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 22:27:34: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 0 .
L 01/25/2021 - 22:27:37: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 22:27:37: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 0 .
L 01/25/2021 - 22:27:49: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 22:28:54: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 0 .
L 01/25/2021 - 22:29:16: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 2 .
L 01/25/2021 - 23:14:02: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/25/2021 - 23:33:46: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 0 .
L 01/26/2021 - 11:21:18: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 11:21:18: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 11:51:43: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/26/2021 - 11:51:44: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 0 .
L 01/26/2021 - 11:51:45: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/26/2021 - 12:16:43: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/26/2021 - 12:23:30: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 12:23:31: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 12:36:46: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/26/2021 - 12:36:47: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 0 .
L 01/26/2021 - 12:48:00: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 12:48:01: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 13:52:33: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 13:52:33: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 13:52:37: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 25 .
L 01/26/2021 - 13:52:40: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 14:37:37: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 14:37:38: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 15:40:02: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/26/2021 - 15:40:03: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/26/2021 - 15:40:03: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/26/2021 - 15:48:12: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 15:48:13: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 17:00:05: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 17:00:06: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 17:50:27: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 18:15:46: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 18:46:25: [OFFICIAL] ADMIN Didi seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 18:46:26: [OFFICIAL] ADMIN Didi seteaza cvar mp_timelimit = 0 .
L 01/26/2021 - 19:38:54: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 19:43:01: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 5 .
L 01/26/2021 - 19:43:02: [OFFICIAL] ADMIN Didi seteaza cvar mp_freezetime = 0 .
L 01/26/2021 - 19:43:27: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 2 .
L 01/26/2021 - 19:43:28: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 5 .
L 01/26/2021 - 19:43:28: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 0 .
